COU,Country,POL,Pollutant,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,70137.935,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,71677.019,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,72110.035,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,68918.228,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,64862.578,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,57845.81,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,56965.766,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,59940.03,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,57346.446,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62198.198,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,61426.281,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62067.185,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62777.429,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,66754.518,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,65501.874,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,56638.449,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,59321.215,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,64625.477,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,59659.341,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,55591.153,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,58876.257,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62269.032,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,60140.862,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,63332.783,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,60309.806,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,59472.623,,
BGR,Bulgaria,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,49185.623,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,942389.616,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,856026.442,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,801043.258,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,710953.123,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,604680.666,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,561889.842,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,515054.391,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,499354.884,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,480675.672,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,449361.444,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,427557.817,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,445653.443,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,430798.901,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,440055.037,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,442754.186,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,441930.155,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,459566.427,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,462932.508,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,450718.468,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,390273.192,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,407103.472,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,428358.806,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,417374.447,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,408987.882,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,362562.344,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,319107.601,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,337413.394,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,322998.685,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,339500.295,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,333834.969,,
UKR,Ukraine,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,317695.597,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,385602.997,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,370312.189,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,343622.441,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,307947.551,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,260513.392,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,243208.556,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,224969.223,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,217101.215,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,213081.151,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,186720.042,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,216188.94,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,210091.45,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,232445.248,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,253923.853,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,260480.821,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,273972.96,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,291446.786,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,293349.221,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,288543.799,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,276719.498,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,300827.002,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,290780.928,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,295683.661,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,303671.288,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,351476.316,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,355832.866,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,360910.22,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,379435.889,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,392754.753,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,359628.253,,
KAZ,Kazakhstan,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,342868.788,,
SAU,Saudi Arabia,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,165268.97,,
SAU,Saudi Arabia,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,296059.87,,
SAU,Saudi Arabia,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,525332.15,,
SAU,Saudi Arabia,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,548262.55,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,57582.87,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,62195.69,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,67528.27,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,83995.9,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,84585.25,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,91918.69,,
PER,Peru,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,96302.88,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,146151.803,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,137364.938,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,125737.392,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,111850.42,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,94117.507,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,87541.804,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,88101.473,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,88861.872,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,89984.292,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,83572.498,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,83224.121,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,82994.651,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,81418.86,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,83413.448,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,87610.569,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,89543.431,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,93476.288,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,92672.588,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,95534.024,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2009,2009,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,91891.379,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2010,2010,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,93359.712,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2011,2011,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,93005.337,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2012,2012,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,94395.992,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2013,2013,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,95377.133,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2014,2014,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,94266.469,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2015,2015,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,89088.898,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2016,2016,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,89101.838,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2017,2017,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,90193.166,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2018,2018,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,92750.199,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2019,2019,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,93576.265,,
BLR,Belarus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2020,2020,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,89581.591,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1990,1990,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,5576.488,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1991,1991,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,6077.964,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1992,1992,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,6523.432,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1993,1993,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,6812.178,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1994,1994,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,7060.234,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1995,1995,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,6996.944,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1996,1996,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,7341.989,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1997,1997,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,7430.126,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1998,1998,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,7758.97,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,1999,1999,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,8026.003,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2000,2000,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,8296.677,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2001,2001,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,8242.105,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2002,2002,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,8468.068,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2003,2003,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,8861.242,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2004,2004,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,9085.602,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2005,2005,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,9211.178,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2006,2006,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,9470.493,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2007,2007,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,9802.215,,
CYP,Cyprus,GHG,Greenhouse gases,TOTAL,Total  emissions excluding LULUCF,2008,2008,T_CO2_EQVT,Tonnes of CO2 equivalent,3,Thousands,,,10025.69,,
